Name	Feature	UTM_X	UTM_Y	Lat	Lon	row	col
VelinoCluster373	Cluster	356625	4666625	42.13863009	13.26504237	233	185
VelinoCluster374	Cluster	358875	4654125	42.02650679	13.29527331	283	194
VelinoCluster375	Cluster	396125	4637875	41.88598323	13.7479815	348	343
VelinoCluster376	Cluster	342125	4690125	42.34737286	13.08327644	139	127
VelinoCluster377	Cluster	349875	4688375	42.33315416	13.17777505	146	158
VelinoCluster378	Cluster	340625	4703625	42.46857879	13.06133592	85	121
VelinoCluster379	Cluster	373875	4660625	42.08757658	13.4750011	257	254
VelinoCluster380	Cluster	332125	4662375	42.09551196	12.96996069	250	87
VelinoCluster381	Cluster	346375	4651125	41.99715966	13.14513738	295	144
VelinoCluster382	Cluster	313875	4704375	42.46936434	12.73593026	82	14
VelinoCluster383	Cluster	393875	4637625	41.88343324	13.72091332	349	334
VelinoCluster384	Cluster	346125	4699125	42.42918552	13.12940954	103	143
VelinoCluster385	Cluster	385125	4643875	41.93848644	13.61426446	324	299
VelinoCluster386	Cluster	392875	4656375	42.05213128	13.70544945	274	330
VelinoCluster387	Cluster	343875	4696875	42.40848362	13.10268262	112	134
VelinoCluster388	Cluster	364375	4663375	42.11075066	13.35954076	246	216
VelinoCluster389	Cluster	342625	4694875	42.39022922	13.08804691	120	129
VelinoCluster390	Cluster	345375	4690875	42.35477651	13.12251219	136	140
VelinoCluster391	Cluster	346875	4721125	42.62735719	13.13263126	15	146
VelinoCluster392	Cluster	393375	4648375	41.98016436	13.71294369	306	332
VelinoCluster393	Cluster	358875	4654875	42.03325876	13.29509284	280	194
VelinoCluster394	Cluster	327125	4710875	42.53093287	12.89503468	56	67
VelinoCluster395	Cluster	371875	4667625	42.15027497	13.44929109	229	246
VelinoCluster396	Cluster	391875	4639125	41.89666902	13.6965394	343	326
VelinoCluster397	Cluster	384375	4663375	42.11395383	13.60137601	246	296
VelinoCluster398	Cluster	351875	4651375	42.00046388	13.21144929	294	166
VelinoCluster399	Cluster	341125	4669375	42.16039504	13.07682723	222	123
VelinoCluster400	Cluster	375375	4659125	42.07431101	13.49345132	263	260
VelinoCluster401	Cluster	366625	4665875	42.13364369	13.38617402	236	225
VelinoCluster402	Cluster	346875	4718625	42.60485493	13.13330369	25	146
VelinoCluster403	Cluster	333125	4666625	42.13397897	12.9808316	233	91
VelinoCluster404	Cluster	352375	4653375	42.01856234	13.21698088	286	168
VelinoCluster405	Cluster	398125	4647625	41.97403933	13.77039719	309	351
VelinoCluster406	Cluster	324375	4710125	42.5235634	12.86180286	59	56
VelinoCluster407	Cluster	360125	4665875	42.13251071	13.30755702	236	199
VelinoCluster408	Cluster	362375	4674375	42.20943094	13.33276116	202	208
VelinoCluster409	Cluster	391375	4633375	41.84482448	13.69156982	366	324
VelinoCluster410	Cluster	336625	4704125	42.4722459	13.01256493	83	105
VelinoCluster411	Cluster	344625	4707875	42.5076455	13.10881412	68	137
VelinoCluster412	Cluster	318875	4712375	42.54254288	12.79417628	50	34
VelinoCluster413	Cluster	389625	4659625	42.08094499	13.66557222	261	317
VelinoCluster414	Cluster	384125	4665875	42.13642636	13.59785649	236	295
VelinoCluster415	Cluster	354625	4658375	42.06399299	13.24290396	266	177
VelinoCluster416	Cluster	349875	4710875	42.53568577	13.17189632	56	158
VelinoCluster417	Cluster	364625	4665875	42.13330082	13.36198369	236	217
VelinoCluster418	Cluster	328375	4710875	42.53121138	12.91024508	56	72
VelinoCluster419	Cluster	334125	4678375	42.23995094	12.98957472	186	95
VelinoCluster420	Cluster	345125	4686625	42.31647132	13.12061802	153	139
VelinoCluster421	Cluster	337625	4681875	42.27218978	13.03099049	172	109
VelinoCluster422	Cluster	373375	4641625	41.91643052	13.47305401	333	252
VelinoCluster423	Cluster	332875	4700875	42.44219511	12.96792061	96	90
VelinoCluster424	Cluster	389875	4641625	41.91890382	13.6719688	333	318
VelinoCluster425	Cluster	331375	4685875	42.3068657	12.95408181	156	84
VelinoCluster426	Cluster	332375	4660375	42.07756362	12.97355522	258	88
VelinoCluster427	Cluster	392625	4648875	41.98456471	13.70380145	304	329
VelinoCluster428	Cluster	335125	4702875	42.4606776	12.9946877	88	99
VelinoCluster429	Cluster	371125	4665875	42.13439652	13.44060377	236	243
VelinoCluster430	Cluster	343375	4651625	42.00106966	13.10880106	293	132
VelinoCluster431	Cluster	315125	4689125	42.33242733	12.75602211	143	19
VelinoCluster432	Cluster	395875	4652625	42.01876779	13.74236033	289	342
VelinoCluster433	Cluster	352375	4680375	42.26161798	13.21014682	178	168
VelinoCluster434	Cluster	340625	4687125	42.32006405	13.06590317	151	121
VelinoCluster435	Cluster	314375	4690875	42.34799738	12.74636297	136	16
VelinoCluster436	Cluster	389875	4653375	42.02470416	13.66976889	286	318
VelinoCluster437	Cluster	323125	4714625	42.56377597	12.84520194	41	51
VelinoCluster438	Cluster	355375	4651125	41.99886384	13.25375275	295	180
VelinoCluster439	Cluster	400875	4640625	41.91135646	13.8047598	337	362
VelinoCluster440	Cluster	369875	4649125	41.9833868	13.42920599	303	238
VelinoCluster441	Cluster	372375	4662125	42.10083903	13.45654319	251	248
VelinoCluster442	Cluster	362375	4660875	42.08789556	13.33594817	256	208
VelinoCluster443	Cluster	384375	4666625	42.1432161	13.60073205	233	296
VelinoCluster444	Cluster	381125	4637875	41.88387012	13.56723572	348	283
VelinoCluster445	Cluster	346375	4674375	42.20645065	13.1390253	202	144
VelinoCluster446	Cluster	391875	4643625	41.93718909	13.69571448	325	326
VelinoCluster447	Cluster	378875	4664125	42.1198764	13.53471187	243	274
VelinoCluster448	Cluster	353125	4660625	42.08396903	13.22421766	257	171
VelinoCluster449	Cluster	347875	4697625	42.41602869	13.15106958	109	150
VelinoCluster450	Cluster	387625	4658875	42.07390831	13.6415429	264	309
VelinoCluster451	Cluster	347625	4658625	42.06491721	13.15827369	265	149
VelinoCluster452	Cluster	353875	4665375	42.12686946	13.23209332	238	174
VelinoCluster453	Cluster	331125	4672875	42.18980483	12.95483509	208	83
VelinoCluster454	Cluster	365875	4649375	41.98496683	13.38088161	302	222
VelinoCluster455	Cluster	338875	4703875	42.47046699	13.03999044	84	114
VelinoCluster456	Cluster	345125	4710625	42.53249839	13.11415231	57	139
VelinoCluster457	Cluster	380125	4644875	41.94674664	13.5537642	320	279
VelinoCluster458	Cluster	344875	4693125	42.37492969	13.11583897	127	138
VelinoCluster459	Cluster	346875	4658125	42.06027047	13.1493439	267	146
VelinoCluster460	Cluster	323375	4688875	42.33209291	12.85616589	144	52
VelinoCluster461	Cluster	359375	4666875	42.14137899	13.29824505	232	196
VelinoCluster462	Cluster	347875	4681625	42.27200568	13.15528624	173	150
VelinoCluster463	Cluster	370375	4668125	42.15452972	13.43103181	227	240
VelinoCluster464	Cluster	352625	4684625	42.29992303	13.21209487	161	169
VelinoCluster465	Cluster	392875	4656875	42.05663342	13.70535801	272	330
VelinoCluster466	Cluster	394625	4642375	41.9263054	13.72910256	330	337
VelinoCluster467	Cluster	357875	4676625	42.22888085	13.27771952	193	190
VelinoCluster468	Cluster	379125	4662875	42.10866054	13.53799398	248	275
VelinoCluster469	Cluster	344375	4704375	42.47609188	13.10672352	82	136
VelinoCluster470	Cluster	382125	4645375	41.95154999	13.57778594	318	287
VelinoCluster471	Cluster	332125	4662875	42.10001239	12.96981709	248	87
VelinoCluster472	Cluster	326125	4707375	42.49920967	12.88392993	70	63
VelinoCluster473	Cluster	379625	4659875	42.08172661	13.54465748	260	277
VelinoCluster474	Cluster	326875	4697125	42.40712922	12.89614261	111	66
VelinoCluster475	Cluster	368875	4653875	42.02598628	13.41607838	284	234
VelinoCluster476	Cluster	373875	4666875	42.14384712	13.47365115	232	254
VelinoCluster477	Cluster	341625	4662625	42.09973675	13.08470835	249	125
VelinoCluster478	Cluster	387625	4649375	41.9883695	13.64336335	302	309
VelinoCluster479	Cluster	343875	4710125	42.52774652	13.09907622	59	134
VelinoCluster480	Cluster	333625	4702375	42.45585688	12.97659972	90	93
VelinoCluster481	Cluster	358875	4667625	42.14804093	13.29201544	229	194
VelinoCluster482	Cluster	357125	4648875	41.97892744	13.27542046	304	187
VelinoCluster483	Cluster	366625	4668375	42.15615084	13.38560216	226	225
VelinoCluster484	Cluster	348875	4689125	42.33971179	13.16544674	143	154
VelinoCluster485	Cluster	391125	4628125	41.79751606	13.68952362	387	323
VelinoCluster486	Cluster	337875	4703875	42.47025837	13.02783289	84	110
VelinoCluster487	Cluster	382625	4661375	42.09568643	13.58061569	254	289
VelinoCluster488	Cluster	342125	4678625	42.24385951	13.08641394	185	127
VelinoCluster489	Cluster	315375	4711375	42.5327158	12.75190626	54	20
VelinoCluster490	Cluster	347375	4689875	42.34617012	13.14704867	140	148
VelinoCluster491	Cluster	367125	4669375	42.16523868	13.39142388	222	227
VelinoCluster492	Cluster	353125	4669375	42.1627377	13.22201605	222	171
VelinoCluster493	Cluster	345125	4717125	42.59100418	13.11238891	31	139
VelinoCluster494	Cluster	384375	4660875	42.09144429	13.60187072	256	296
VelinoCluster495	Cluster	387375	4631375	41.82625677	13.64378138	374	308
VelinoCluster496	Cluster	343875	4706625	42.49624338	13.10003098	73	134
VelinoCluster497	Cluster	334125	4663125	42.10268791	12.99391855	247	95
VelinoCluster498	Cluster	350125	4694875	42.39171237	13.17911881	120	159
VelinoCluster499	Cluster	337125	4670625	42.17082468	13.02808537	217	107
VelinoCluster500	Cluster	371375	4657625	42.06016128	13.44544325	269	244
