Name	Feature	UTM_X	UTM_Y	Lat	Lon
VelinoCluster35	Cluster	311875	4710125	42.52062377	12.70973233
VelinoCluster36	Cluster	350875	4647375	41.96426618	13.200395
VelinoCluster37	Cluster	325875	4689125	42.33490611	12.88641478
VelinoCluster38	Cluster	364375	4650125	41.9914623	13.36260808
VelinoCluster39	Cluster	400375	4638375	41.89103267	13.79911186
VelinoCluster40	Cluster	345125	4663375	42.10718655	13.12681432
VelinoCluster41	Cluster	354375	4677375	42.23498779	13.23513741
VelinoCluster42	Cluster	340625	4699375	42.4303254	13.06251563
VelinoCluster43	Cluster	344625	4709875	42.52564737	13.10827103
VelinoCluster44	Cluster	338125	4693125	42.37355331	13.0338988
VelinoCluster45	Cluster	365375	4669875	42.16944111	13.37013117
VelinoCluster46	Cluster	347375	4722125	42.63645731	13.13845734
VelinoCluster47	Cluster	341625	4689875	42.34502098	13.07727797
VelinoCluster48	Cluster	395875	4641125	41.91521548	13.74439565
VelinoCluster49	Cluster	328375	4691125	42.35346165	12.91614635
VelinoCluster50	Cluster	343875	4654625	42.02817422	13.1140373
VelinoCluster51	Cluster	348375	4695625	42.39812381	13.15767057
VelinoCluster52	Cluster	337375	4675875	42.21813205	13.02964252
VelinoCluster53	Cluster	352375	4714375	42.56767204	13.20142002
VelinoCluster54	Cluster	349625	4688875	42.33760669	13.17461184
VelinoCluster55	Cluster	320125	4710625	42.52708618	12.8099391
VelinoCluster56	Cluster	349125	4664625	42.11921836	13.17484664
VelinoCluster57	Cluster	339375	4679375	42.25004947	13.05289231
VelinoCluster58	Cluster	333625	4703875	42.46935735	12.97616478
VelinoCluster59	Cluster	392375	4643125	41.93275522	13.70183568
VelinoCluster60	Cluster	325125	4691625	42.3572378	12.87655968
VelinoCluster61	Cluster	343375	4701625	42.4511377	13.09531513
VelinoCluster62	Cluster	348375	4651875	42.00429879	13.16907971
VelinoCluster63	Cluster	329625	4680375	42.25698305	12.93448064
VelinoCluster64	Cluster	373625	4642125	41.92097237	13.47596055
VelinoCluster65	Cluster	380875	4659375	42.0774154	13.55986724
VelinoCluster66	Cluster	315375	4691625	42.35498471	12.75825478
VelinoCluster67	Cluster	333875	4699625	42.43115951	12.98043372
VelinoCluster68	Cluster	372875	4643875	41.93660819	13.46654153
VelinoCluster69	Cluster	391875	4636125	41.86965547	13.69708841
VelinoCluster70	Cluster	329625	4705125	42.47973808	12.92716678
VelinoCluster71	Cluster	342875	4702125	42.45553699	13.08910115
VelinoCluster72	Cluster	358625	4644875	41.94318704	13.29447932
VelinoCluster73	Cluster	331875	4680375	42.25747095	12.96174138
VelinoCluster74	Cluster	354125	4662375	42.09990938	13.2358659
VelinoCluster75	Cluster	386125	4639125	41.8958614	13.62724114
VelinoCluster76	Cluster	338625	4672375	42.18688731	13.04575034
VelinoCluster77	Cluster	392875	4642625	41.928321	13.70795603
VelinoCluster78	Cluster	330125	4707125	42.49784796	12.93265317
VelinoCluster79	Cluster	339875	4682625	42.27940566	13.05805206
VelinoCluster80	Cluster	350125	4657875	42.05864651	13.18866792
VelinoCluster81	Cluster	343625	4651625	42.00111934	13.11181815
VelinoCluster82	Cluster	359625	4671625	42.18418542	13.30012453
VelinoCluster83	Cluster	354125	4656375	42.04589571	13.23736147
VelinoCluster84	Cluster	338375	4694375	42.3848563	13.0365829
VelinoCluster85	Cluster	357375	4680125	42.26029734	13.27080271
VelinoCluster86	Cluster	343625	4681375	42.26891499	13.10384392
VelinoCluster87	Cluster	380625	4664125	42.12014476	13.55587562
VelinoCluster88	Cluster	335625	4663375	42.10525382	13.01197851
VelinoCluster89	Cluster	341125	4706125	42.49118343	13.06672179
VelinoCluster90	Cluster	399375	4641125	41.91566918	13.78659154
VelinoCluster91	Cluster	333875	4700875	42.44240997	12.98007229
VelinoCluster92	Cluster	334125	4678125	42.23770076	12.98964618
VelinoCluster93	Cluster	318375	4710625	42.5266771	12.78864741
VelinoCluster94	Cluster	331125	4684125	42.29106081	12.95156124
VelinoCluster95	Cluster	328125	4685375	42.30165547	12.91482339
VelinoCluster96	Cluster	345625	4680125	42.25806151	13.12841562
VelinoCluster97	Cluster	391375	4631875	41.83131763	13.69184496
VelinoCluster98	Cluster	351875	4674375	42.20751201	13.20561868
VelinoCluster99	Cluster	357125	4647125	41.96317284	13.2758455
VelinoCluster100	Cluster	330875	4698125	42.41701102	12.94442686
VelinoCluster101	Cluster	345375	4694125	42.38403053	13.12164049
VelinoCluster102	Cluster	314375	4696875	42.40199193	12.74443065
VelinoCluster103	Cluster	347875	4710125	42.5285439	13.14775376
VelinoCluster104	Cluster	355875	4680875	42.26677329	13.25243824
VelinoCluster105	Cluster	312875	4698375	42.41513034	12.72572991
VelinoCluster106	Cluster	320375	4694625	42.38315401	12.81798757
VelinoCluster107	Cluster	345375	4668375	42.15224412	13.12851162
VelinoCluster108	Cluster	350625	4668125	42.15101238	13.19208737
VelinoCluster109	Cluster	339125	4667375	42.1419843	13.05318275
VelinoCluster110	Cluster	349875	4722125	42.63694864	13.16893415
VelinoCluster111	Cluster	362125	4663875	42.11485976	13.3322188
VelinoCluster112	Cluster	333625	4665875	42.12733459	12.98709176
VelinoCluster113	Cluster	322875	4714125	42.55921898	12.84231351
VelinoCluster114	Cluster	350625	4683625	42.29054056	13.18810135
VelinoCluster115	Cluster	346375	4661625	42.09167921	13.14238512
VelinoCluster116	Cluster	341125	4663875	42.11088748	13.07832505
VelinoCluster117	Cluster	329875	4703625	42.46629298	12.9306514
VelinoCluster118	Cluster	341375	4704875	42.47998371	13.07010822
VelinoCluster119	Cluster	375125	4641875	41.91896009	13.4940969
VelinoCluster120	Cluster	354375	4665625	42.12921304	13.23807746
VelinoCluster121	Cluster	333875	4696375	42.40190818	12.98137247
VelinoCluster122	Cluster	338875	4687125	42.31970396	13.04467796
VelinoCluster123	Cluster	329625	4677125	42.22773167	12.93543491
VelinoCluster124	Cluster	326875	4712625	42.54662643	12.89146256
VelinoCluster125	Cluster	349625	4683375	42.28809789	13.17604237
VelinoCluster126	Cluster	328625	4664375	42.11275681	12.92707669
VelinoCluster127	Cluster	347875	4668375	42.15273362	13.15875487
VelinoCluster128	Cluster	343125	4689375	42.34082428	13.09561451
VelinoCluster129	Cluster	339625	4676625	42.22534784	13.05668104
VelinoCluster130	Cluster	348625	4691125	42.35766616	13.16188882
VelinoCluster131	Cluster	376375	4663625	42.11498456	13.5045843
VelinoCluster132	Cluster	313375	4702625	42.45349607	12.73042189
VelinoCluster133	Cluster	338375	4673875	42.20033735	13.04230776
VelinoCluster134	Cluster	388125	4633625	41.84662301	13.65238536
VelinoCluster135	Cluster	340875	4694875	42.38987275	13.0667978
VelinoCluster136	Cluster	344125	4665625	42.1272421	13.1141252
VelinoCluster137	Cluster	346125	4704875	42.48094207	13.12786807
VelinoCluster138	Cluster	354625	4654875	42.03248477	13.2437723
VelinoCluster139	Cluster	365125	4662375	42.10187713	13.36883971
VelinoCluster140	Cluster	314875	4696875	42.40211128	12.75050171
VelinoCluster141	Cluster	318875	4690375	42.34455821	12.80111396
VelinoCluster142	Cluster	388875	4640125	41.90525722	13.66019519
VelinoCluster143	Cluster	328375	4695125	42.3894621	12.91495546
VelinoCluster144	Cluster	380375	4640125	41.90401595	13.55774316
VelinoCluster145	Cluster	394125	4631375	41.82718764	13.72504415
VelinoCluster146	Cluster	346375	4715375	42.57550248	13.12808737
VelinoCluster147	Cluster	312375	4708375	42.50499751	12.71638838
VelinoCluster148	Cluster	360375	4675125	42.21582809	13.30836239
VelinoCluster149	Cluster	342875	4683875	42.29126739	13.09407622
VelinoCluster150	Cluster	324625	4713375	42.55286868	12.86384735
VelinoCluster151	Cluster	321875	4710875	42.52974114	12.83115337
VelinoCluster152	Cluster	352375	4712375	42.54966936	13.20193713
VelinoCluster153	Cluster	349375	4662375	42.09901206	13.17844959
VelinoCluster154	Cluster	359375	4644125	41.93656896	13.30370234
VelinoCluster155	Cluster	347125	4655125	42.03331343	13.15314648
VelinoCluster156	Cluster	392625	4639375	41.89902241	13.70553305
VelinoCluster157	Cluster	337875	4691625	42.36000007	13.03128586
VelinoCluster158	Cluster	314375	4702375	42.45148642	12.74265469
VelinoCluster159	Cluster	338875	4703625	42.46821683	13.04006066
VelinoCluster160	Cluster	321125	4688125	42.32482943	12.82910702
VelinoCluster161	Cluster	390375	4629625	41.81091961	13.68022133
VelinoCluster162	Cluster	343875	4655125	42.03267509	13.11390421
VelinoCluster163	Cluster	339625	4705625	42.48637381	13.04861915
VelinoCluster164	Cluster	343875	4690625	42.35222659	13.10437616
VelinoCluster165	Cluster	334375	4674125	42.20175067	12.99381474
VelinoCluster166	Cluster	363375	4673375	42.20060377	13.34510564
VelinoCluster167	Cluster	337875	4694375	42.38475214	13.03051239
VelinoCluster168	Cluster	391625	4633125	41.8426076	13.69462617
VelinoCluster169	Cluster	357375	4664125	42.116261	13.27472497
VelinoCluster170	Cluster	377125	4642625	41.92602665	13.51805134
VelinoCluster171	Cluster	339125	4655875	42.03846907	13.05634667
VelinoCluster172	Cluster	348125	4646875	41.95924022	13.16735394
VelinoCluster173	Cluster	333125	4688375	42.3297438	12.97457977
VelinoCluster174	Cluster	329125	4704875	42.47737794	12.92116202
VelinoCluster175	Cluster	386875	4636625	41.87345838	13.63675858
VelinoCluster176	Cluster	330125	4706875	42.49559796	12.93272731
VelinoCluster177	Cluster	342625	4655625	42.03692682	13.09867717
VelinoCluster178	Cluster	364125	4649625	41.98691772	13.35970664
VelinoCluster179	Cluster	376625	4639125	41.89443549	13.51275481
VelinoCluster180	Cluster	348625	4666875	42.13937618	13.16821742
VelinoCluster181	Cluster	329625	4696875	42.40548748	12.92961394
VelinoCluster182	Cluster	333375	4673125	42.19253747	12.98199569
VelinoCluster183	Cluster	390625	4635625	41.86498137	13.68212216
VelinoCluster184	Cluster	352625	4652125	42.00735633	13.2203128
VelinoCluster185	Cluster	341625	4712375	42.5475405	13.07107256
VelinoCluster186	Cluster	358875	4671875	42.18630109	13.29098565
VelinoCluster187	Cluster	340125	4707125	42.49997824	13.05428093
VelinoCluster188	Cluster	391125	4653375	42.02487813	13.68486413
VelinoCluster189	Cluster	324875	4687375	42.31893187	12.87481497
VelinoCluster190	Cluster	347875	4710875	42.53529474	13.1475542
VelinoCluster191	Cluster	339125	4698375	42.42101506	13.04457061
VelinoCluster192	Cluster	328875	4712875	42.54932191	12.91573047
VelinoCluster193	Cluster	335625	4671375	42.17726187	13.00972383
VelinoCluster194	Cluster	314125	4712875	42.54591445	12.73620931
VelinoCluster195	Cluster	363875	4650125	41.99137605	13.35657401
VelinoCluster196	Cluster	343625	4679375	42.25091235	13.10438341
VelinoCluster197	Cluster	392125	4651875	42.01150942	13.69721617
VelinoCluster198	Cluster	353375	4685375	42.30681588	13.22099924
VelinoCluster199	Cluster	329875	4688375	42.32904041	12.935158
VelinoCluster200	Cluster	346875	4648875	41.97700255	13.15175746
VelinoCluster201	Cluster	385625	4633875	41.84851684	13.62223106
VelinoCluster202	Cluster	313625	4710625	42.52554684	12.73085792
VelinoCluster203	Cluster	335375	4683875	42.2897197	13.00315371
VelinoCluster204	Cluster	358125	4644125	41.93634525	13.28863061
VelinoCluster205	Cluster	368125	4655125	42.03711484	13.40674105
VelinoCluster206	Cluster	381625	4663375	42.11354361	13.56812138
VelinoCluster207	Cluster	351875	4668625	42.15575074	13.20708208
VelinoCluster208	Cluster	375875	4640875	41.91007461	13.50334879
VelinoCluster209	Cluster	344375	4692625	42.37032915	13.10990413
VelinoCluster210	Cluster	387375	4637375	41.88028298	13.64263941
VelinoCluster211	Cluster	339875	4667875	42.14663855	13.06211648
VelinoCluster212	Cluster	355375	4675125	42.21491889	13.24781147
VelinoCluster213	Cluster	361125	4670375	42.17319997	13.31857944
VelinoCluster214	Cluster	349125	4691875	42.36451443	13.16776098
VelinoCluster215	Cluster	341125	4689875	42.34491905	13.07121115
VelinoCluster216	Cluster	325875	4686625	42.31240606	12.88716809
VelinoCluster217	Cluster	344375	4670875	42.17454993	13.11574669
VelinoCluster218	Cluster	313625	4691625	42.3545674	12.73702202
VelinoCluster219	Cluster	335375	4681875	42.2717182	13.00372224
VelinoCluster220	Cluster	348875	4653375	42.01789802	13.17472827
VelinoCluster221	Cluster	338875	4689875	42.3444564	13.04391083
VelinoCluster222	Cluster	353625	4681375	42.27085537	13.22504256
VelinoCluster223	Cluster	353125	4649875	41.98719448	13.22691048
VelinoCluster224	Cluster	391375	4630625	41.82006189	13.6920741
VelinoCluster225	Cluster	380375	4659375	42.07733939	13.55382447
VelinoCluster226	Cluster	338125	4707375	42.50181264	13.02988366
VelinoCluster227	Cluster	325625	4702125	42.45184858	12.87944545
VelinoCluster228	Cluster	329375	4681875	42.270429	12.93101016
VelinoCluster229	Cluster	339875	4697375	42.41216937	13.05396013
VelinoCluster230	Cluster	352375	4714875	42.5721727	13.20129066
VelinoCluster231	Cluster	373875	4644875	41.94577221	13.47838592
VelinoCluster232	Cluster	364625	4669875	42.16931177	13.36105471
VelinoCluster233	Cluster	332375	4703625	42.46683785	12.96104178
VelinoCluster234	Cluster	347125	4669875	42.16609017	13.14928827
VelinoCluster235	Cluster	319875	4689875	42.34029055	12.81340151
VelinoCluster236	Cluster	383875	4637125	41.87752569	13.60051836
VelinoCluster237	Cluster	342875	4674625	42.20800547	13.09658201
VelinoCluster238	Cluster	357625	4663375	42.10955462	13.27793062
VelinoCluster239	Cluster	342125	4683875	42.29111586	13.08498365
VelinoCluster240	Cluster	357125	4645875	41.95191953	13.27614889
VelinoCluster241	Cluster	354625	4661125	42.08874933	13.24222072
VelinoCluster242	Cluster	350875	4718875	42.60788919	13.1819767
VelinoCluster243	Cluster	348125	4677625	42.23604796	13.15936392
VelinoCluster244	Cluster	322375	4694375	42.38136381	12.84234302
VelinoCluster245	Cluster	398125	4642875	41.93126717	13.7712191
VelinoCluster246	Cluster	314375	4701875	42.44698694	12.74281633
VelinoCluster247	Cluster	332125	4693375	42.37453083	12.96099519
VelinoCluster248	Cluster	349375	4672125	42.18678035	13.17593126
VelinoCluster249	Cluster	322875	4686375	42.30947978	12.85086731
VelinoCluster250	Cluster	321875	4689625	42.33850094	12.83774044
VelinoCluster251	Cluster	389375	4638625	41.89182082	13.66650305
VelinoCluster252	Cluster	337625	4699875	42.43420363	13.02592489
VelinoCluster253	Cluster	347875	4651875	42.00420235	13.16304504
VelinoCluster254	Cluster	336375	4682875	42.28092941	13.0155589
VelinoCluster255	Cluster	354375	4675875	42.22148475	13.23551362
VelinoCluster256	Cluster	340125	4688875	42.33571328	13.0593545
VelinoCluster257	Cluster	345625	4657375	42.05327457	13.13444189
VelinoCluster258	Cluster	384375	4643125	41.93162383	13.60536696
VelinoCluster259	Cluster	346875	4719375	42.61160562	13.13310204
VelinoCluster260	Cluster	339375	4704125	42.47282099	13.04599924
VelinoCluster261	Cluster	332375	4672375	42.1855733	12.97010805
VelinoCluster262	Cluster	327375	4712125	42.54223842	12.89769926
VelinoCluster263	Cluster	349875	4678625	42.24538803	13.18030376
VelinoCluster264	Cluster	400125	4640125	41.90675958	13.79580292
VelinoCluster265	Cluster	360375	4645375	41.94800008	13.31546359
VelinoCluster266	Cluster	343125	4677125	42.23055906	13.09893379
VelinoCluster267	Cluster	395875	4643125	41.93322472	13.74404245
VelinoCluster268	Cluster	389875	4629625	41.8108503	13.67420337
VelinoCluster269	Cluster	374375	4658125	42.06514831	13.48158139
VelinoCluster270	Cluster	351625	4715875	42.58103018	13.19189674
VelinoCluster271	Cluster	349375	4710625	42.5333382	13.16587662
VelinoCluster272	Cluster	401625	4639375	41.90019413	13.81400972
VelinoCluster273	Cluster	325875	4713625	42.55540134	12.87898655
VelinoCluster274	Cluster	341625	4677125	42.23025641	13.0807661
VelinoCluster275	Cluster	313125	4710125	42.5209268	12.72493835
VelinoCluster276	Cluster	344375	4696625	42.40633373	13.10882329
VelinoCluster277	Cluster	349375	4665625	42.12826832	13.1776114
VelinoCluster278	Cluster	342625	4702875	42.46223695	13.08585671
VelinoCluster279	Cluster	341375	4684125	42.29321389	13.07582263
VelinoCluster280	Cluster	337125	4705125	42.48135171	13.01835975
VelinoCluster281	Cluster	397375	4643875	41.94017468	13.76200074
VelinoCluster282	Cluster	313875	4708625	42.50760945	12.7345499
VelinoCluster283	Cluster	327875	4693375	42.37360138	12.90940776
VelinoCluster284	Cluster	342125	4702375	42.45763481	13.07991611
VelinoCluster285	Cluster	335875	4672875	42.19081576	13.01232607
VelinoCluster286	Cluster	325625	4713875	42.55759485	12.875867
VelinoCluster287	Cluster	336625	4660125	42.0762089	13.02497402
VelinoCluster288	Cluster	372375	4643875	41.93652749	13.46051233
VelinoCluster289	Cluster	337125	4686375	42.31258934	13.02366446
VelinoCluster290	Cluster	358375	4664625	42.12094344	13.28669502
VelinoCluster291	Cluster	323625	4711875	42.53914182	12.8521382
VelinoCluster292	Cluster	388375	4641875	41.92094429	13.6538373
VelinoCluster293	Cluster	318125	4707375	42.49737118	12.78663848
VelinoCluster294	Cluster	313625	4703875	42.46480481	12.73305394
VelinoCluster295	Cluster	324875	4692375	42.36393146	12.87329833
VelinoCluster296	Cluster	351875	4668125	42.15124974	13.20720915
VelinoCluster297	Cluster	352875	4652625	42.01190424	13.22320508
VelinoCluster298	Cluster	343875	4688625	42.33422421	13.10491708
VelinoCluster299	Cluster	349125	4662125	42.09671356	13.17549229
VelinoCluster300	Cluster	331375	4691875	42.36086801	12.95233004
VelinoCluster301	Cluster	371625	4646875	41.9634162	13.45081456
VelinoCluster302	Cluster	316375	4698375	42.41596616	12.76823638
VelinoCluster303	Cluster	383875	4635375	41.86176837	13.60086207
VelinoCluster304	Cluster	348625	4651875	42.00434689	13.17209705
VelinoCluster305	Cluster	331375	4683625	42.28661469	12.95473749
VelinoCluster306	Cluster	334625	4677875	42.23555659	12.99577366
VelinoCluster307	Cluster	316875	4690125	42.34184029	12.77693058
VelinoCluster308	Cluster	354375	4678875	42.2484908	13.23476095
VelinoCluster309	Cluster	393875	4629375	41.80914477	13.72239241
VelinoCluster310	Cluster	340625	4662875	42.10178466	13.07255338
VelinoCluster311	Cluster	387125	4644125	41.9410261	13.6383359
VelinoCluster312	Cluster	326375	4690375	42.34626783	12.89210405
VelinoCluster313	Cluster	346875	4696625	42.40683079	13.13918795
VelinoCluster314	Cluster	345375	4713875	42.56180147	13.11631523
VelinoCluster315	Cluster	335375	4692125	42.36397519	13.00080297
VelinoCluster316	Cluster	371125	4646625	41.96108378	13.44483763
VelinoCluster317	Cluster	348625	4658875	42.06736099	13.17028986
VelinoCluster318	Cluster	326375	4684875	42.2967675	12.89375639
VelinoCluster319	Cluster	388875	4639375	41.89850396	13.66033638
VelinoCluster320	Cluster	374875	4666375	42.13950581	13.4858562
VelinoCluster321	Cluster	337875	4676875	42.22723695	13.03541791
VelinoCluster322	Cluster	347375	4657125	42.05136584	13.15564439
VelinoCluster323	Cluster	353875	4679625	42.25514885	13.22851387
VelinoCluster324	Cluster	339125	4672625	42.18924057	13.05173281
VelinoCluster325	Cluster	340875	4695875	42.39887366	13.06652143
VelinoCluster326	Cluster	336375	4666875	42.1369144	13.02006316
VelinoCluster327	Cluster	359875	4675125	42.21573861	13.30230717
VelinoCluster328	Cluster	334875	4688625	42.3323671	12.99573599
VelinoCluster329	Cluster	336625	4682375	42.27648141	13.01873018
VelinoCluster330	Cluster	363625	4673125	42.19839676	13.34819122
VelinoCluster331	Cluster	344625	4671375	42.17910035	13.11863857
VelinoCluster332	Cluster	336125	4689375	42.33938176	13.01068658
VelinoCluster333	Cluster	340875	4703625	42.46863018	13.06437527
VelinoCluster334	Cluster	334125	4696875	42.40646184	12.98426434
VelinoCluster335	Cluster	343375	4677375	42.23285957	13.10189431
VelinoCluster336	Cluster	392875	4651625	42.00936077	13.70631714
VelinoCluster337	Cluster	381875	4636625	41.87272744	13.57652238
VelinoCluster338	Cluster	390375	4632625	41.83793326	13.67966636
VelinoCluster339	Cluster	343625	4653125	42.01462197	13.11141868
VelinoCluster340	Cluster	330875	4686375	42.31125753	12.94787288
VelinoCluster341	Cluster	391125	4635875	41.86730146	13.68809919
VelinoCluster342	Cluster	330875	4672125	42.18300037	12.95202731
VelinoCluster343	Cluster	333625	4677875	42.23534423	12.98366163
VelinoCluster344	Cluster	343625	4657375	42.05287924	13.11028535
VelinoCluster345	Cluster	329625	4704125	42.47073807	12.9274639
VelinoCluster346	Cluster	336375	4668125	42.14816571	13.01971245
VelinoCluster347	Cluster	330625	4673375	42.19419704	12.94863801
VelinoCluster348	Cluster	347375	4718375	42.60270382	13.13946287
VelinoCluster349	Cluster	320875	4710875	42.52951011	12.81898594
VelinoCluster350	Cluster	356125	4680875	42.26681943	13.25546821
VelinoCluster351	Cluster	351125	4648375	41.9733157	13.20315746
VelinoCluster352	Cluster	387875	4637125	41.87810295	13.64871124
VelinoCluster353	Cluster	347625	4715375	42.57575026	13.14331074
VelinoCluster354	Cluster	332875	4696125	42.39944352	12.96930119
VelinoCluster355	Cluster	353875	4673625	42.20113685	13.23002385
VelinoCluster356	Cluster	320375	4688375	42.32690669	12.8199334
VelinoCluster357	Cluster	343625	4701875	42.45343842	13.0982856
VelinoCluster358	Cluster	313375	4690625	42.34550841	12.73431218
VelinoCluster359	Cluster	349875	4673375	42.19812873	13.1816607
VelinoCluster360	Cluster	360875	4675125	42.21591725	13.31441763
VelinoCluster361	Cluster	360875	4674875	42.21366665	13.31447749
VelinoCluster362	Cluster	354125	4666875	42.14041927	13.23474153
VelinoCluster363	Cluster	392875	4629375	41.80901026	13.71035663
VelinoCluster364	Cluster	382125	4664375	42.1226226	13.57396573
VelinoCluster365	Cluster	355375	4676875	42.23067256	13.2473757
VelinoCluster366	Cluster	335625	4664625	42.11650514	13.01162676
VelinoCluster367	Cluster	340125	4653375	42.01616924	13.06910313
VelinoCluster368	Cluster	355625	4649375	41.98315532	13.25719991
VelinoCluster369	Cluster	327375	4714125	42.56023787	12.89709484
VelinoCluster370	Cluster	330125	4708625	42.51134796	12.93220813
VelinoCluster371	Cluster	376625	4638625	41.88993359	13.51285926
VelinoCluster372	Cluster	346875	4647125	41.96124902	13.15221294
VelinoCluster373	Cluster	349125	4695875	42.40052022	13.16671343
VelinoCluster374	Cluster	340625	4693875	42.3808206	13.06403892
VelinoCluster375	Cluster	351125	4678625	42.24562737	13.19544795
VelinoCluster376	Cluster	335625	4701625	42.44953324	13.00112336
VelinoCluster377	Cluster	326875	4690875	42.35087926	12.89802035
VelinoCluster378	Cluster	338875	4674125	42.20269081	13.04829135
VelinoCluster379	Cluster	350875	4665125	42.12405408	13.19587866
VelinoCluster380	Cluster	346125	4668875	42.15689264	13.13745251
VelinoCluster381	Cluster	340625	4669125	42.15804311	13.07084645
VelinoCluster382	Cluster	346375	4649375	41.98140624	13.14559481
VelinoCluster383	Cluster	363875	4669625	42.16693105	13.35203674
VelinoCluster384	Cluster	362125	4668375	42.15537159	13.33115526
VelinoCluster385	Cluster	349875	4682375	42.27914441	13.17933251
VelinoCluster386	Cluster	350625	4710625	42.53358076	13.18109007
VelinoCluster387	Cluster	326125	4713375	42.55320775	12.88210588
VelinoCluster388	Cluster	339375	4698875	42.42556723	13.04746794
VelinoCluster389	Cluster	322375	4712875	42.54785495	12.83661561
VelinoCluster390	Cluster	344625	4703875	42.47164156	13.1098988
VelinoCluster391	Cluster	347875	4687625	42.32601478	13.15370861
VelinoCluster392	Cluster	344375	4659625	42.07328192	13.11874599
VelinoCluster393	Cluster	378875	4637625	41.88127765	13.54017682
VelinoCluster394	Cluster	360125	4669125	42.16176883	13.3067773
VelinoCluster395	Cluster	326125	4698375	42.41821148	12.88665662
VelinoCluster396	Cluster	331125	4678375	42.239308	12.95323664
VelinoCluster397	Cluster	396125	4639625	41.90174142	13.74767366
VelinoCluster398	Cluster	349375	4654625	42.02924648	13.18044336
VelinoCluster399	Cluster	341125	4666125	42.13114063	13.07771276
VelinoCluster400	Cluster	346375	4705125	42.48324198	13.13084114
VelinoCluster401	Cluster	314125	4693625	42.37268522	12.74244388
VelinoCluster402	Cluster	350125	4693625	42.38046049	13.17944406
VelinoCluster403	Cluster	349375	4694125	42.38481622	13.17020746
VelinoCluster404	Cluster	340875	4673875	42.20085004	13.07257243
VelinoCluster405	Cluster	350125	4669125	42.15991878	13.18578155
VelinoCluster406	Cluster	394375	4643125	41.9330254	13.72595371
VelinoCluster407	Cluster	328875	4703875	42.46832278	12.9184209
VelinoCluster408	Cluster	341375	4670625	42.17169739	13.07951141
VelinoCluster409	Cluster	332875	4699125	42.42644457	12.9684296
VelinoCluster410	Cluster	317375	4707875	42.50169414	12.77735845
VelinoCluster411	Cluster	347125	4675125	42.21334888	13.14790872
VelinoCluster412	Cluster	346125	4718875	42.60695584	13.12409791
VelinoCluster413	Cluster	327625	4707625	42.50179516	12.90209783
VelinoCluster414	Cluster	315625	4701375	42.44278564	12.75816539
VelinoCluster415	Cluster	346125	4661125	42.08712936	13.13949527
VelinoCluster416	Cluster	351375	4719125	42.61023604	13.18800411
VelinoCluster417	Cluster	358875	4646375	41.95673594	13.29713451
VelinoCluster418	Cluster	342375	4709125	42.51844139	13.08109822
VelinoCluster419	Cluster	341125	4665375	42.12438958	13.07791693
VelinoCluster420	Cluster	375875	4664375	42.12165812	13.49837866
VelinoCluster421	Cluster	353625	4680875	42.26635441	13.22516887
VelinoCluster422	Cluster	390625	4636625	41.87398586	13.68193717
VelinoCluster423	Cluster	348875	4671625	42.18218305	13.1700091
VelinoCluster424	Cluster	378375	4641625	41.91721638	13.53332856
VelinoCluster425	Cluster	331625	4669125	42.15616004	12.96197097
VelinoCluster426	Cluster	387875	4631125	41.82407659	13.64984801
VelinoCluster427	Cluster	353125	4656375	42.04570954	13.22528384
VelinoCluster428	Cluster	380625	4664625	42.12464657	13.55577337
VelinoCluster429	Cluster	349125	4652875	42.01344495	13.1778748
VelinoCluster430	Cluster	339375	4685125	42.30180533	13.05129785
VelinoCluster431	Cluster	348875	4709625	42.52423943	13.16005557
VelinoCluster432	Cluster	342625	4687875	42.32722164	13.08995676
VelinoCluster433	Cluster	339375	4687375	42.32205748	13.05067278
VelinoCluster434	Cluster	330875	4704375	42.47326198	12.9425863
VelinoCluster435	Cluster	329625	4687625	42.32223553	12.93234677
VelinoCluster436	Cluster	346625	4696375	42.40453114	13.13621809
VelinoCluster437	Cluster	342375	4700875	42.44418434	13.0833668
VelinoCluster438	Cluster	375375	4643125	41.93025418	13.49684651
VelinoCluster439	Cluster	346375	4652625	42.01066256	13.14474501
VelinoCluster440	Cluster	351625	4720375	42.62153569	13.19072478
VelinoCluster441	Cluster	342875	4657625	42.05498009	13.10115972
VelinoCluster442	Cluster	352875	4673375	42.19869885	13.21798001
VelinoCluster443	Cluster	320875	4689125	42.33377162	12.82576498
VelinoCluster444	Cluster	335125	4665125	42.1209007	13.00544083
VelinoCluster445	Cluster	342625	4684875	42.30021815	13.09077339
VelinoCluster446	Cluster	326625	4690375	42.34632357	12.89513719
VelinoCluster447	Cluster	349875	4693375	42.37816186	13.1764739
VelinoCluster448	Cluster	329625	4665625	42.12422544	12.9388002
VelinoCluster449	Cluster	352625	4648625	41.97584817	13.22119056
VelinoCluster450	Cluster	346375	4655625	42.03766825	13.14395946
VelinoCluster451	Cluster	330875	4702375	42.45526174	12.94317585
VelinoCluster452	Cluster	353375	4657375	42.05475847	13.22805298
VelinoCluster453	Cluster	337375	4662375	42.09661728	13.03340989
VelinoCluster454	Cluster	382875	4643875	41.9381557	13.58713064
VelinoCluster455	Cluster	351625	4717875	42.59903267	13.19137617
VelinoCluster456	Cluster	381125	4664875	42.12697344	13.56176972
VelinoCluster457	Cluster	329125	4694625	42.38512734	12.9242096
