Name,LAT,LON,ELEV,hDebris,Var6,Var7,Var8,Station,Lat___,Lon___,Elevation_m_,VariableMeasured,RecordingSince,LON_UTM,LAT_UTM,ID,Elevation,Slope,Aspect,COL,ROW,idx
Cluster_121,39.1609452091362,71.4814205064669,0,0,0,0,0,,0,0,0,,,714396.6305,4337569.9468,154,3097.98850558254,0.374571195911918,5.30007187987906,72,179,15586
Cluster_122,39.1441807117979,71.4218254858881,0,0,0,0,0,,0,0,0,,,709296.6305,4335569.9468,155,3456.59170785794,0.359056412649295,0.909759790161607,21,159,4499
Cluster_123,39.0643260321413,71.4491405286113,0,0,0,0,0,,0,0,0,,,711896.6305,4326769.9468,156,4776.55668644611,0.902073826841129,4.63077954732074,47,71,10053
Cluster_124,39.1475725771087,71.516818405884,0,0,0,0,0,,0,0,0,,,717496.6305,4336169.9468,157,2594.41805132347,0.589561763979706,3.19395013614048,103,165,22299
Cluster_125,39.1311905104731,71.4398885591795,0,0,0,0,0,,0,0,0,,,710896.6305,4334169.9468,158,3258.21546830134,0.117469073274152,3.01588153390019,37,145,7957
Cluster_126,39.1552230910029,71.5379197505888,0,0,0,0,0,,0,0,0,,,719296.6305,4337069.9468,159,2224.37006599672,0.353515418626929,3.33517695860691,121,174,26214
Cluster_127,39.1606982619237,71.4929842675518,0,0,0,0,0,,0,0,0,,,715396.6305,4337569.9468,160,3124.69299936901,0.105278886424947,3.50710526421823,82,179,17756
Cluster_128,39.1279030453731,71.4247377566474,0,0,0,0,0,,0,0,0,,,709596.6305,4333769.9468,161,3334.51402197695,0.175095411106755,1.62203419912276,24,141,5132
Cluster_129,39.0892307670352,71.506649787409,0,0,0,0,0,,0,0,0,,,716796.6305,4329669.9468,162,3830.45462086846,0.599535553219964,4.78428696304512,96,100,20715
Cluster_130,39.0935950519272,71.4281863437236,0,0,0,0,0,,0,0,0,,,709996.6305,4329969.9468,163,3708.37693498748,0.531935426147103,4.91937348888258,28,103,5962
Cluster_131,39.1579489588489,71.5368605531629,0,0,0,0,0,,0,0,0,,,719196.6305,4337369.9468,164,2247.25963209941,0.345758026995617,0.412395763214594,120,177,26000
Cluster_132,39.1139637287971,71.4450764585286,0,0,0,0,0,,0,0,0,,,711396.6305,4332269.9468,165,3448.96185249038,0.193934790782798,5.39831662594267,42,126,9023
Cluster_133,39.099232932941,71.5023792144658,0,0,0,0,0,,0,0,0,,,716396.6305,4330769.9468,166,3464.2215632255,0.487607473968178,4.53253480125713,92,111,19858
Cluster_134,39.1361185633545,71.5048419625968,0,0,0,0,0,,0,0,0,,,716496.6305,4334869.9468,167,2945.39139823131,0.453253311029511,3.10184568670585,93,152,20116
Cluster_135,39.0583731175092,71.5171133046649,0,0,0,0,0,,0,0,0,,,717796.6305,4326269.9468,168,4215.76231693033,0.698165246818073,4.66762132709459,106,66,22851
Cluster_136,39.0605790386425,71.4559446513264,0,0,0,0,0,,0,0,0,,,712496.6305,4326369.9468,169,4967.30307063516,0.647188101812309,4.42814975856455,53,67,11351
Cluster_137,39.0868767372299,71.4903819635831,0,0,0,0,0,,0,0,0,,,715396.6305,4329369.9468,170,3387.92300954988,0.388977780370069,1.84922517439485,82,97,17674
Cluster_138,39.0504808088393,71.464838222009,0,0,0,0,0,,0,0,0,,,713296.6305,4325269.9468,171,4559.10580847061,0.627240523331792,1.27817758790013,61,56,13076
Cluster_139,39.1564248407082,71.5240769575074,0,0,0,0,0,,0,0,0,,,718096.6305,4337169.9468,172,2438.00601628845,0.390085979174542,1.59747301260686,109,175,23611
Cluster_140,39.0887553874266,71.4442053289814,0,0,0,0,0,,0,0,0,,,711396.6305,4329469.9468,173,4017.38607737372,0.569614185499189,2.61676225301679,42,98,8995
Cluster_141,39.0670269332427,71.4492339186566,0,0,0,0,0,,0,0,0,,,711896.6305,4327069.9468,174,4585.81030225707,0.781280157153557,4.32376471587196,47,74,10056
Cluster_142,39.0812370942381,71.4589730589119,0,0,0,0,0,,0,0,0,,,712696.6305,4328669.9468,175,4192.87275082764,0.718112825298589,2.2115026755044,55,90,11808
Cluster_143,39.0548966224045,71.5112122690383,0,0,0,0,0,,0,0,0,,,717296.6305,4325869.9468,176,3876.23375307383,0.576263378326028,4.7413048866423,101,62,21762
Cluster_144,39.05086584448,71.489116009536,0,0,0,0,0,,0,0,0,,,715396.6305,4325369.9468,177,3788.49041634687,0.331351442537466,2.27904593842313,82,57,17634
Cluster_145,39.0290617240322,71.497591305412,0,0,0,0,0,,0,0,0,,,716196.6305,4322969.9468,178,4375.98927964912,0.861070471075623,4.06587225745499,90,33,19346
Cluster_146,39.0200412261074,71.4556957140028,0,0,0,0,0,,0,0,0,,,712596.6305,4321869.9468,179,4730.77755424074,0.912047616081387,2.55535928672703,54,22,11523
Cluster_147,39.0141607404501,71.5201636111064,0,0,0,0,0,,0,0,0,,,718196.6305,4321369.9468,180,5333.53612827812,0.748034193019364,3.68517386645852,110,17,23670
Cluster_148,39.0582482895655,71.5228866705602,0,0,0,0,0,,0,0,0,,,718296.6305,4326269.9468,181,4631.58943446244,0.734735807365686,4.68604221698152,111,66,23936
Cluster_149,39.0315643323327,71.5069204632813,0,0,0,0,0,,0,0,0,,,716996.6305,4323269.9468,182,4128.01898020337,0.794578542807235,3.40886051815462,98,36,21085
Cluster_150,39.0373924110225,71.5290756964226,0,0,0,0,0,,0,0,0,,,718896.6305,4323969.9468,183,4837.59552938661,0.735844006170159,4.4158691653066,117,43,25215
Cluster_151,39.0608217931882,71.4443969180081,0,0,0,0,0,,0,0,0,,,711496.6305,4326369.9468,184,4177.61304009252,0.93088699575743,4.01674988442319,43,67,9181
Cluster_152,39.0458543504442,71.4277054572645,0,0,0,0,0,,0,0,0,,,710096.6305,4324669.9468,185,4891.00451695954,0.462118901465296,1.40712381710862,29,50,6126
Cluster_153,39.062840049261,71.476824646165,0,0,0,0,0,,0,0,0,,,714296.6305,4326669.9468,186,4349.28478586266,0.867719663902462,2.45711454066342,71,70,15260
Cluster_154,39.06220901287,71.4640906096793,0,0,0,0,0,,0,0,0,,,713196.6305,4326569.9468,187,5161.86438250798,0.703706240840438,1.92904903057153,60,69,12872
Cluster_155,39.036756313436,71.4747580178135,0,0,0,0,0,,0,0,0,,,714196.6305,4323769.9468,188,4047.90549884397,0.423331943308736,1.06940750251497,70,41,15014
Cluster_156,39.0212879123959,71.5238816480506,0,0,0,0,0,,0,0,0,,,718496.6305,4322169.9468,189,4982.56278137028,0.32913504492852,3.43342170467052,113,25,24329
Cluster_157,39.0726950549077,71.4367160361575,0,0,0,0,0,,0,0,0,,,710796.6305,4327669.9468,190,3967.79201748457,0.597319155611018,4.98691675180131,36,80,7675
Cluster_158,39.0685744409139,71.5036070646571,0,0,0,0,0,,0,0,0,,,716596.6305,4327369.9468,191,3582.48432142271,0.43884672657136,4.7413048866423,94,77,20258
Cluster_159,39.0532304970957,71.4626228849843,0,0,0,0,0,,0,0,0,,,713096.6305,4325569.9468,192,4803.26118023258,0.760224379868568,0.860637417129803,59,59,12645
Cluster_160,39.0680242228021,71.4446454728653,0,0,0,0,0,,0,0,0,,,711496.6305,4327169.9468,193,4276.80115987082,0.702598042035965,4.40972886867762,43,75,9189
Cluster_161,39.0710763744066,71.5129416899223,0,0,0,0,0,,0,0,0,,,717396.6305,4327669.9468,194,4074.60999263044,0.613942137678115,5.02989882820414,102,80,21997
Cluster_162,39.0782416104555,71.4299715024671,0,0,0,0,0,,0,0,0,,,710196.6305,4328269.9468,195,3727.45157340638,0.222747959699099,2.4632548372924,30,86,6379
Cluster_163,39.0520602770364,71.4325399408667,0,0,0,0,0,,0,0,0,,,710496.6305,4325369.9468,196,4566.73566383817,0.694840650404653,2.74570848222527,33,57,7001
Cluster_164,39.0742729540614,71.4899386218014,0,0,0,0,0,,0,0,0,,,715396.6305,4327969.9468,197,3609.18881520917,0.508663251253167,1.84922517439485,82,83,17660
Cluster_165,39.0182649215117,71.4544793144396,0,0,0,0,0,,0,0,0,,,712496.6305,4321669.9468,198,4955.85828758381,0.897641031623236,2.62904284627474,53,20,11304
Cluster_166,39.0700514670481,71.5186840907075,0,0,0,0,0,,0,0,0,,,717896.6305,4327569.9468,199,4395.06391806803,0.660486487465986,4.79656755630308,107,79,23081
Cluster_167,39.1336905126854,71.4920310965869,0,0,0,0,0,,0,0,0,,,715396.6305,4334569.9468,200,2949.20632591509,0.196151188391744,1.14309106206267,82,149,17726
Cluster_168,39.0520856920784,71.4741377911877,0,0,0,0,0,,0,0,0,,,714096.6305,4325469.9468,201,4318.76536439241,0.497581263208436,1.40712381710862,69,58,14814
Cluster_169,39.0789221848852,71.483166702252,0,0,0,0,0,,0,0,0,,,714796.6305,4328469.9468,202,3929.64274064677,0.73251940975674,2.0886967429249,76,88,16363
Cluster_170,39.0369031463096,71.467831819592,0,0,0,0,0,,0,0,0,,,713596.6305,4323769.9468,203,4349.28478586266,0.611725740069168,0.111521228394796,64,41,13712
Cluster_171,39.0470015575249,71.4589402899264,0,0,0,0,0,,0,0,0,,,712796.6305,4324869.9468,204,4990.19263673784,0.678217668337556,1.95361021708744,56,52,11987
Cluster_172,39.0646406131007,71.4768876047841,0,0,0,0,0,,0,0,0,,,714296.6305,4326869.9468,205,4192.87275082764,0.613942137678115,2.17466089573055,71,72,15262
